customer_id,tipo_identificacion,identificacion,nombre,apellido,fecha_nacimiento,email,telefono,direccion,fecha_creacion,estado_cliente
Cus032,CEDULA,1717874729,María,Mora,21/05/1954,maria.mora32@testmail.com,0932681361,"Av. Shyris N6636 y 10 de Agosto, Cuenca",15/12/2023 12:00:00,INACTIVO
Cus033,PASAPORTE,B938T8ZR,Juan,Mora,04/01/1965,juan.mora33@testmail.com,0996241324,"Av. Shyris N2213 y Colón, Guayaquil",20/02/2024 12:00:00,INACTIVO
Cus034,PASAPORTE,G3SM48M2,María,Martínez,27/08/1991,maria.martinez34@testmail.com,0934382500,"Av. 9 de Octubre N9998 y Loja, Ambato",24/10/2024 12:00:00,ACTIVO
Cus035,RUC,1714159496001,Carlos,Pérez,30/03/1989,carlos.perez35@testmail.com,0934942835,"Av. Colón N1094 y Sucre, Manta",17/12/2024 12:00:00,ACTIVO
Cus036,RUC,1747642369001,Juan,Mora,25/04/1993,juan.mora36@testmail.com,0903242234,"Av. 6 de Diciembre N7588 y Sucre, Ambato",23/10/2024 12:00:00,ACTIVO
Cus037,PASAPORTE,CNK4OWD1,Carlos,Gómez,01/05/1991,carlos.gomez37@testmail.com,0920984027,"Av. Amazonas N3316 y Orellana, Quito",06/09/2024 12:00:00,ACTIVO
Cus038,CEDULA,1747178620,Sofía,Torres,02/02/1962,sofia.torres38@testmail.com,0961563688,"Calle Bolívar N6422 y Orellana, Cuenca",30/07/2024 12:00:00,ACTIVO
Cus039,RUC,1706285366001,Juan,Martínez,27/07/1944,juan.martinez39@testmail.com,0992818711,"Av. Naciones Unidas N3924 y Loja, Cuenca",05/06/2023 12:00:00,INACTIVO
Cus040,CEDULA,1701270645,Luis,López,28/07/1966,luis.lopez40@testmail.com,0978399049,"Calle Sucre N396 y Colón, Guayaquil",31/10/2024 12:00:00,ACTIVO
Cus041,CEDULA,1731850291,Juan,López,12/06/1947,juan.lopez41@testmail.com,0970644093,"Av. Amazonas N7983 y Mariana de Jesús, Manta",09/03/2024 12:00:00,INACTIVO
Cus042,RUC,1742600545001,Pedro,Gómez,23/03/1987,pedro.gomez42@testmail.com,0963574088,"Av. Shyris N7361 y Colón, Cuenca",25/09/2024 12:00:00,ACTIVO
Cus043,RUC,1748258231001,Luis,Martínez,11/07/1962,luis.martinez43@testmail.com,0926373380,"Calle Bolívar N8215 y Colón, Manta",31/10/2024 12:00:00,ACTIVO
Cus044,CEDULA,1706310594,Juan,Martínez,19/12/1961,juan.martinez44@testmail.com,0976140486,"Av. 9 de Octubre N1948 y Sucre, Manta",19/12/2024 12:00:00,ACTIVO
Cus045,CEDULA,1711092005,Juan,Mora,04/11/1993,juan.mora45@testmail.com,0949892168,"Av. Shyris N9503 y Naciones Unidas, Ambato",12/08/2024 12:00:00,ACTIVO
Cus046,PASAPORTE,SXY7JOA9,Luis,Mora,25/12/1992,luis.mora46@testmail.com,0996033822,"Av. Naciones Unidas N3093 y Patria, Guayaquil",28/07/2024 12:00:00,ACTIVO
Cus047,RUC,1757270598001,Sofía,López,10/02/1990,sofia.lopez47@testmail.com,0950188720,"Calle Bolívar N5997 y Loja, Manta",07/08/2023 12:00:00,INACTIVO
Cus048,RUC,1731308480001,Lucía,Vera,28/02/1980,lucia.vera48@testmail.com,0972006632,"Av. Shyris N8425 y Loja, Ambato",05/02/2023 12:00:00,INACTIVO
Cus049,RUC,1743670612001,Pedro,Ramírez,09/01/1934,pedro.ramirez49@testmail.com,0975003814,"Av. Amazonas N3458 y Orellana, Ambato",08/02/2023 12:00:00,INACTIVO
Cus050,RUC,1720058351001,Juan,Gómez,01/08/1982,juan.gomez50@testmail.com,0985842556,"Av. 6 de Diciembre N1136 y Orellana, Manta",15/12/2024 12:00:00,ACTIVO
Cus051,RUC,1708325798001,Luis,López,03/11/1941,luis.lopez51@testmail.com,0969535246,"Av. Naciones Unidas N947 y Loja, Cuenca",07/06/2024 12:00:00,INACTIVO
Cus052,PASAPORTE,0YZC7720,Carlos,Ramírez,14/03/1935,carlos.ramirez52@testmail.com,0981843244,"Av. Shyris N5189 y Sucre, Guayaquil",27/10/2024 12:00:00,ACTIVO
Cus053,RUC,1712869526001,Luis,Torres,14/02/1978,luis.torres53@testmail.com,0982106286,"Av. 9 de Octubre N2321 y Mariana de Jesús, Quito",19/04/2024 12:00:00,INACTIVO
Cus054,PASAPORTE,MBH0X4QX,Juan,Pérez,08/08/1968,juan.perez54@testmail.com,0914822430,"Av. Colón N5412 y Mariana de Jesús, Ambato",19/11/2023 12:00:00,INACTIVO
Cus055,RUC,1719742601001,Sofía,Ramírez,03/07/1937,sofia.ramirez55@testmail.com,0950262599,"Av. 6 de Diciembre N3992 y Orellana, Cuenca",02/08/2024 12:00:00,ACTIVO
Cus056,PASAPORTE,VE98QIZW,Ana,Ramírez,01/03/1942,ana.ramirez56@testmail.com,0937363015,"Av. Colón N8018 y Sucre, Guayaquil",15/05/2023 12:00:00,INACTIVO
Cus057,PASAPORTE,TJRUAFD4,Lucía,Martínez,08/12/1969,lucia.martinez57@testmail.com,0990025587,"Av. 9 de Octubre N5408 y Patria, Manta",01/12/2024 12:00:00,ACTIVO
Cus058,CEDULA,1710373547,Ana,Gómez,29/06/2001,ana.gomez58@testmail.com,0933401647,"Av. 9 de Octubre N1096 y Mariana de Jesús, Manta",17/11/2024 12:00:00,ACTIVO
Cus059,CEDULA,1748658513,Juan,López,27/10/2004,juan.lopez59@testmail.com,0914654819,"Av. Naciones Unidas N2832 y Patria, Quito",26/04/2024 12:00:00,INACTIVO
Cus060,RUC,1720191772001,Pedro,Gómez,03/01/1941,pedro.gomez60@testmail.com,0979504700,"Calle Bolívar N2400 y Patria, Cuenca",10/07/2024 12:00:00,ACTIVO
Cus061,RUC,1741748907001,Juan,Gómez,22/09/1984,juan.gomez61@testmail.com,0993604470,"Calle Sucre N6972 y Naciones Unidas, Manta",30/07/2023 12:00:00,INACTIVO
Cus062,RUC,1717398315001,Juan,Ramírez,13/10/1994,juan.ramirez62@testmail.com,0959822189,"Av. 9 de Octubre N239 y Sucre, Quito",12/08/2023 12:00:00,INACTIVO
Cus063,PASAPORTE,JCVOHAJ3,Pedro,Torres,26/02/1970,pedro.torres63@testmail.com,0978531502,"Calle Sucre N4065 y Orellana, Ambato",19/10/2023 12:00:00,INACTIVO
Cus064,PASAPORTE,0MLKTOBY,Ana,Gómez,24/04/1990,ana.gomez64@testmail.com,0995860725,"Av. Amazonas N3214 y 10 de Agosto, Guayaquil",10/07/2024 12:00:00,ACTIVO
Cus065,CEDULA,1710538453,Juan,Torres,24/03/1986,juan.torres65@testmail.com,0913497857,"Av. Shyris N3760 y Patria, Guayaquil",28/12/2023 12:00:00,INACTIVO
Cus066,CEDULA,1742118621,Pedro,Vera,23/07/2006,pedro.vera66@testmail.com,0902551309,"Calle Bolívar N4968 y Patria, Guayaquil",09/11/2024 12:00:00,ACTIVO
Cus067,PASAPORTE,AAKNCME6,Pedro,Martínez,07/11/1987,pedro.martinez67@testmail.com,0969195759,"Av. República N9406 y Colón, Quito",18/02/2023 12:00:00,INACTIVO
Cus068,RUC,1724782923001,Luis,Ramírez,04/12/1968,luis.ramirez68@testmail.com,0998866611,"Av. 9 de Octubre N1041 y Sucre, Quito",12/09/2024 12:00:00,ACTIVO
Cus069,PASAPORTE,OTFBGNPQ,Lucía,Martínez,29/09/1966,lucia.martinez69@testmail.com,0916359244,"Av. República N572 y Mariana de Jesús, Manta",29/12/2024 12:00:00,ACTIVO
Cus070,RUC,1749155931001,Pedro,Ramírez,09/03/1938,pedro.ramirez70@testmail.com,0977514258,"Av. Amazonas N4945 y Sucre, Guayaquil",12/01/2023 12:00:00,INACTIVO
Cus071,CEDULA,1733600140,Carlos,Gómez,29/09/1965,carlos.gomez71@testmail.com,0932329142,"Av. Amazonas N1747 y Orellana, Manta",13/11/2024 12:00:00,ACTIVO
Cus072,CEDULA,1707184667,Ana,Ramírez,26/02/2005,ana.ramirez72@testmail.com,0903514903,"Av. Naciones Unidas N1691 y 10 de Agosto, Guayaquil",22/12/2023 12:00:00,INACTIVO
Cus073,PASAPORTE,ZF1YHC41,Ana,Vera,27/04/1954,ana.vera73@testmail.com,0962386582,"Calle Bolívar N528 y 10 de Agosto, Quito",02/10/2024 12:00:00,ACTIVO
Cus074,PASAPORTE,B2HPU1FH,Pedro,Gómez,30/12/1970,pedro.gomez74@testmail.com,0954755156,"Av. 9 de Octubre N2665 y 10 de Agosto, Guayaquil",14/11/2024 12:00:00,ACTIVO
Cus075,CEDULA,1709177016,María,Gómez,29/09/1939,maria.gomez75@testmail.com,0977179567,"Av. 9 de Octubre N9291 y Mariana de Jesús, Manta",30/07/2024 12:00:00,ACTIVO
Cus076,CEDULA,1757744410,Pedro,Vera,23/06/1962,pedro.vera76@testmail.com,0957437598,"Av. Colón N8831 y Orellana, Quito",12/12/2024 12:00:00,ACTIVO
Cus077,PASAPORTE,828WNSYL,Ana,Torres,20/07/1982,ana.torres77@testmail.com,0926407149,"Av. 6 de Diciembre N1863 y 10 de Agosto, Quito",25/08/2024 12:00:00,ACTIVO
Cus078,PASAPORTE,RB0MJKHW,Luis,Vera,03/09/1999,luis.vera78@testmail.com,0982651294,"Calle Sucre N9486 y Patria, Ambato",10/02/2024 12:00:00,INACTIVO
Cus079,CEDULA,1700951138,Carlos,Vera,20/01/1996,carlos.vera79@testmail.com,0922276158,"Av. República N5787 y Patria, Quito",08/09/2024 12:00:00,ACTIVO
Cus080,PASAPORTE,FELHDZHW,María,Mora,26/04/1962,maria.mora80@testmail.com,0903409718,"Av. 6 de Diciembre N8862 y Orellana, Cuenca",02/01/2024 12:00:00,INACTIVO
Cus081,RUC,1734818733001,Luis,López,01/05/1992,luis.lopez81@testmail.com,0985297642,"Av. 9 de Octubre N6493 y Orellana, Ambato",22/07/2024 12:00:00,ACTIVO
Cus082,PASAPORTE,CYXMT33F,Sofía,Gómez,12/10/1970,sofia.gomez82@testmail.com,0990039161,"Av. Amazonas N8486 y Patria, Quito",20/09/2024 12:00:00,ACTIVO
Cus083,CEDULA,1720478732,María,Gómez,02/08/1946,maria.gomez83@testmail.com,0980521702,"Av. Amazonas N4064 y Sucre, Ambato",01/06/2024 12:00:00,INACTIVO
Cus084,PASAPORTE,Y8PUSCB6,Lucía,Pérez,06/11/1945,lucia.perez84@testmail.com,0996767416,"Calle Bolívar N6737 y Naciones Unidas, Cuenca",17/09/2024 12:00:00,ACTIVO
Cus085,PASAPORTE,XKCJWSO4,Sofía,Martínez,20/04/1978,sofia.martinez85@testmail.com,0968451265,"Av. Colón N6908 y Sucre, Manta",07/10/2023 12:00:00,INACTIVO
Cus086,CEDULA,1715417836,Lucía,López,18/11/1983,lucia.lopez86@testmail.com,0912681868,"Av. Shyris N6503 y Naciones Unidas, Guayaquil",24/06/2023 12:00:00,INACTIVO
Cus087,PASAPORTE,0V7CKXN9,Luis,Ramírez,30/09/1936,luis.ramirez87@testmail.com,0963424235,"Av. Colón N289 y Sucre, Quito",06/05/2023 12:00:00,INACTIVO
Cus088,RUC,1732725864001,Sofía,Torres,18/04/1991,sofia.torres88@testmail.com,0921140848,"Calle Sucre N2638 y Orellana, Manta",09/11/2024 12:00:00,ACTIVO
Cus089,PASAPORTE,EG1NENWI,María,Ramírez,17/12/1983,maria.ramirez89@testmail.com,0906119368,"Av. Shyris N7793 y Patria, Cuenca",15/03/2023 12:00:00,INACTIVO
Cus090,PASAPORTE,WMI5WYVI,Juan,Torres,15/09/1935,juan.torres90@testmail.com,0984607491,"Calle Bolívar N5290 y Colón, Cuenca",03/11/2024 12:00:00,ACTIVO
Cus091,CEDULA,1730475108,Sofía,Vera,30/09/1969,sofia.vera91@testmail.com,0942584658,"Av. Naciones Unidas N4101 y 10 de Agosto, Cuenca",30/07/2024 12:00:00,ACTIVO
Cus092,RUC,1718499401001,Lucía,Gómez,16/08/1940,lucia.gomez92@testmail.com,0977279728,"Av. Amazonas N8251 y Patria, Manta",03/07/2023 12:00:00,INACTIVO
Cus093,CEDULA,1726408790,María,Martínez,12/11/1937,maria.martinez93@testmail.com,0973618857,"Av. Shyris N4533 y Patria, Cuenca",10/07/2024 12:00:00,ACTIVO
Cus094,RUC,1750118083001,Carlos,Gómez,16/01/1985,carlos.gomez94@testmail.com,0995485211,"Av. Colón N6074 y Colón, Ambato",19/01/2024 12:00:00,INACTIVO
Cus095,CEDULA,1741798423,Luis,Vera,01/06/1950,luis.vera95@testmail.com,0990177069,"Av. Amazonas N3851 y Mariana de Jesús, Guayaquil",30/10/2024 12:00:00,ACTIVO
Cus096,PASAPORTE,WNV0S2OM,Lucía,Pérez,23/08/1998,lucia.perez96@testmail.com,0936462969,"Av. Amazonas N5212 y Mariana de Jesús, Cuenca",01/08/2024 12:00:00,ACTIVO
Cus097,PASAPORTE,FRGL26A2,Carlos,Gómez,04/12/1953,carlos.gomez97@testmail.com,0983073546,"Av. Amazonas N8092 y Naciones Unidas, Ambato",05/08/2024 12:00:00,ACTIVO
Cus098,CEDULA,1745644920,Lucía,Martínez,13/07/1966,lucia.martinez98@testmail.com,0993348869,"Av. Shyris N6760 y Orellana, Ambato",15/04/2023 12:00:00,INACTIVO
Cus099,CEDULA,1759764655,Juan,Pérez,28/11/1981,juan.perez99@testmail.com,0975959627,"Av. República N3641 y Patria, Guayaquil",29/12/2024 12:00:00,ACTIVO
Cus100,CEDULA,1717037525,Luis,Gómez,23/02/1956,luis.gomez100@testmail.com,0968575391,"Calle Bolívar N3193 y Colón, Ambato",20/10/2024 12:00:00,ACTIVO
Cus101,PASAPORTE,EO7D8WKD,Luis,Vera,13/05/1991,luis.vera101@testmail.com,0922512574,"Av. 9 de Octubre N5823 y Colón, Guayaquil",02/11/2024 12:00:00,ACTIVO
Cus102,RUC,1733981805001,Carlos,Martínez,17/07/1939,carlos.martinez102@testmail.com,0954206099,"Av. Naciones Unidas N971 y Loja, Quito",22/07/2024 12:00:00,ACTIVO
Cus103,PASAPORTE,1ADRGHSB,Lucía,Martínez,26/11/1962,lucia.martinez103@testmail.com,0913486579,"Calle Bolívar N296 y Colón, Guayaquil",07/10/2024 12:00:00,ACTIVO
Cus104,CEDULA,1701732818,Carlos,Pérez,23/02/1966,carlos.perez104@testmail.com,0954312467,"Av. República N169 y Naciones Unidas, Ambato",27/10/2024 12:00:00,ACTIVO
Cus105,RUC,1741411951001,Luis,Pérez,08/05/1939,luis.perez105@testmail.com,0936063405,"Av. 6 de Diciembre N696 y 10 de Agosto, Quito",09/09/2024 12:00:00,ACTIVO
Cus106,CEDULA,1723279186,Sofía,Mora,08/09/1985,sofia.mora106@testmail.com,0931671629,"Calle Bolívar N7764 y Colón, Cuenca",10/08/2024 12:00:00,ACTIVO
Cus107,RUC,1753352150001,Luis,Gómez,08/12/1955,luis.gomez107@testmail.com,0923247468,"Calle Sucre N8190 y Patria, Quito",24/02/2024 12:00:00,INACTIVO
Cus108,PASAPORTE,QHM3U5V5,Sofía,Ramírez,25/12/1937,sofia.ramirez108@testmail.com,0987841786,"Calle Sucre N3632 y 10 de Agosto, Manta",04/11/2024 12:00:00,ACTIVO
Cus109,PASAPORTE,GEHLEK8D,Ana,Martínez,03/06/1973,ana.martinez109@testmail.com,0981389331,"Av. Naciones Unidas N3358 y Loja, Cuenca",18/02/2023 12:00:00,INACTIVO
Cus110,RUC,1743710418001,Carlos,López,13/06/1947,carlos.lopez110@testmail.com,0928510301,"Calle Bolívar N785 y Orellana, Cuenca",22/10/2024 12:00:00,ACTIVO
Cus111,PASAPORTE,ED6AWJ4S,Juan,López,07/11/1996,juan.lopez111@testmail.com,0948219912,"Av. Amazonas N2502 y Loja, Cuenca",23/05/2023 12:00:00,INACTIVO
Cus112,PASAPORTE,C6209C3A,Luis,Gómez,24/04/1959,luis.gomez112@testmail.com,0956811343,"Av. 6 de Diciembre N3752 y Mariana de Jesús, Guayaquil",14/06/2024 12:00:00,INACTIVO
Cus113,RUC,1718223595001,Ana,Gómez,31/08/1955,ana.gomez113@testmail.com,0947262471,"Av. Naciones Unidas N6991 y Colón, Cuenca",31/07/2024 12:00:00,ACTIVO
Cus114,PASAPORTE,AREJAOS6,Carlos,Mora,15/01/2005,carlos.mora114@testmail.com,0925406467,"Calle Bolívar N1158 y Mariana de Jesús, Manta",15/12/2023 12:00:00,INACTIVO
Cus115,PASAPORTE,1FEEWLLK,Carlos,Mora,22/08/1993,carlos.mora115@testmail.com,0993001590,"Av. Naciones Unidas N4261 y Patria, Quito",20/08/2023 12:00:00,INACTIVO
Cus116,PASAPORTE,8S2HJKNH,Ana,Pérez,23/06/2001,ana.perez116@testmail.com,0969580494,"Av. Amazonas N6761 y Loja, Cuenca",27/11/2024 12:00:00,ACTIVO
Cus117,RUC,1731792303001,Luis,Vera,24/10/2005,luis.vera117@testmail.com,0988349284,"Av. República N5473 y Mariana de Jesús, Quito",09/10/2024 12:00:00,ACTIVO
Cus118,PASAPORTE,YFTHRUJB,Lucía,Martínez,27/12/2000,lucia.martinez118@testmail.com,0910568977,"Av. Amazonas N7181 y 10 de Agosto, Cuenca",27/07/2024 12:00:00,ACTIVO
Cus119,RUC,1711696896001,Pedro,Martínez,12/01/1985,pedro.martinez119@testmail.com,0986979793,"Av. República N7185 y Mariana de Jesús, Guayaquil",14/07/2024 12:00:00,ACTIVO
Cus120,CEDULA,1711526051,Sofía,Mora,04/03/1948,sofia.mora120@testmail.com,0948157581,"Av. Amazonas N1367 y Naciones Unidas, Cuenca",15/07/2024 12:00:00,ACTIVO
Cus121,RUC,1714573795001,Luis,Martínez,18/08/1937,luis.martinez121@testmail.com,0980020328,"Calle Sucre N7338 y Naciones Unidas, Ambato",01/05/2024 12:00:00,INACTIVO
Cus122,RUC,1752509156001,Pedro,Gómez,15/05/1960,pedro.gomez122@testmail.com,0932222326,"Av. Amazonas N7529 y Colón, Cuenca",24/11/2024 12:00:00,ACTIVO
Cus123,RUC,1709912420001,Luis,Torres,26/07/1980,luis.torres123@testmail.com,0983906184,"Av. Shyris N8026 y Loja, Guayaquil",20/11/2024 12:00:00,ACTIVO
Cus124,RUC,1713948477001,Lucía,Ramírez,23/11/1950,lucia.ramirez124@testmail.com,0946733909,"Av. Colón N4077 y Colón, Manta",27/12/2024 12:00:00,ACTIVO
Cus125,PASAPORTE,RA7GEVW0,Juan,Gómez,31/08/1972,juan.gomez125@testmail.com,0941881576,"Av. Shyris N6224 y Colón, Quito",22/11/2024 12:00:00,ACTIVO
Cus126,PASAPORTE,7VEUEDO8,Carlos,Gómez,07/06/1941,carlos.gomez126@testmail.com,0918908540,"Av. Naciones Unidas N3290 y Naciones Unidas, Guayaquil",13/10/2023 12:00:00,INACTIVO
Cus127,RUC,1749539720001,Sofía,López,06/01/2005,sofia.lopez127@testmail.com,0956006420,"Av. Colón N6037 y Patria, Ambato",03/08/2023 12:00:00,INACTIVO
Cus128,PASAPORTE,2Q66BZAD,Lucía,López,07/01/1996,lucia.lopez128@testmail.com,0930322323,"Av. Shyris N3766 y Orellana, Guayaquil",19/03/2023 12:00:00,INACTIVO
Cus129,RUC,1755602677001,Lucía,Martínez,12/11/1967,lucia.martinez129@testmail.com,0921638245,"Calle Bolívar N2847 y Patria, Guayaquil",13/09/2024 12:00:00,ACTIVO
Cus130,RUC,1746099603001,Lucía,Torres,09/03/1948,lucia.torres130@testmail.com,0939105150,"Calle Sucre N1079 y Colón, Ambato",25/11/2023 12:00:00,INACTIVO
Cus131,RUC,1729851533001,María,Vera,02/12/1987,maria.vera131@testmail.com,0992835342,"Av. República N247 y Mariana de Jesús, Quito",09/07/2024 12:00:00,ACTIVO
Cus132,PASAPORTE,0P47EWQQ,Sofía,Torres,21/01/1979,sofia.torres132@testmail.com,0924696492,"Av. 9 de Octubre N3395 y Loja, Ambato",19/12/2024 12:00:00,ACTIVO
Cus133,CEDULA,1739930053,Pedro,Pérez,19/05/1967,pedro.perez133@testmail.com,0964249442,"Av. 9 de Octubre N8949 y Patria, Quito",16/09/2024 12:00:00,ACTIVO
Cus134,RUC,1716691785001,Ana,Torres,23/05/1983,ana.torres134@testmail.com,0929721369,"Av. Amazonas N7113 y Loja, Quito",12/04/2024 12:00:00,INACTIVO
Cus135,PASAPORTE,CMBZJC9A,Carlos,Torres,26/07/1980,carlos.torres135@testmail.com,0917609713,"Calle Sucre N7969 y Sucre, Ambato",14/11/2023 12:00:00,INACTIVO
Cus136,RUC,1730420864001,Ana,Vera,03/08/1955,ana.vera136@testmail.com,0978635943,"Av. Amazonas N2535 y Colón, Guayaquil",26/10/2024 12:00:00,ACTIVO
Cus137,CEDULA,1755431879,Pedro,Martínez,06/02/2005,pedro.martinez137@testmail.com,0950982216,"Av. Colón N3737 y Mariana de Jesús, Guayaquil",30/10/2023 12:00:00,INACTIVO
Cus138,CEDULA,1757493836,Carlos,Martínez,23/11/1973,carlos.martinez138@testmail.com,0962325287,"Av. República N521 y Orellana, Guayaquil",19/06/2024 12:00:00,INACTIVO
Cus139,CEDULA,1736039213,María,López,11/11/1934,maria.lopez139@testmail.com,0965806438,"Av. Shyris N1133 y Mariana de Jesús, Guayaquil",24/11/2024 12:00:00,ACTIVO
Cus140,PASAPORTE,SBSI4WOB,Pedro,Vera,24/06/1969,pedro.vera140@testmail.com,0935077318,"Av. 9 de Octubre N3965 y Mariana de Jesús, Manta",04/12/2024 12:00:00,ACTIVO
Cus141,CEDULA,1744095330,Lucía,Ramírez,06/02/1985,lucia.ramirez141@testmail.com,0943350698,"Av. República N4085 y Orellana, Guayaquil",04/10/2024 12:00:00,ACTIVO
