customer_id,tipo_identificacion,identificacion,nombre,apellido,fecha_nacimiento,email,telefono,direccion,fecha_creacion,estado_cliente
Cus014,CEDULA,1757655715,Juan,Mora,22-10-1961,juan.mora14@testmail.com,0905382094,Calle Falsa 123,21/09/2024 07:09:37,INACTIVO
Cus015,RUC,1731647929,Carlos,Mora,29-05-1989,carlos.mora15@testmail.com,0931248552,Calle Falsa 123,24/08/2025 07:09:37,INACTIVO
Cus016,CEDULA,1746078243,Lucía,López,30-12-1996,lucia.lopez16@testmail.com,0957927785,Calle Falsa 123,19/08/2025 07:09:37,INACTIVO
Cus017,PASAPORTE,1724753981,Sofía,Pérez,06-03-1989,sofia.perez17@testmail.com,0928052757,Calle Falsa 123,11/06/2025 07:09:37,INACTIVO
Cus018,PASAPORTE,1738343050,Ana,Pérez,22-05-1937,ana.perez18@testmail.com,0912716274,Calle Falsa 123,12/08/2025 07:09:37,INACTIVO
Cus019,RUC,1736885292,María,Martínez,06-08-1966,maria.martinez19@testmail.com,0905074777,Calle Falsa 123,21/06/2025 07:09:37,INACTIVO
Cus020,CEDULA,1759865361,Lucía,Mora,23-08-1955,lucia.mora20@testmail.com,0931660720,Calle Falsa 123,22/11/2025 07:09:37,ACTIVO
Cus021,PASAPORTE,1750523803,Lucía,Martínez,28-10-1942,lucia.martinez21@testmail.com,0900905092,Calle Falsa 123,24/11/2024 07:09:37,INACTIVO
Cus022,CEDULA,1701831370,María,Pérez,13-03-1981,maria.perez22@testmail.com,0920285334,Calle Falsa 123,30/11/2024 07:09:37,INACTIVO
Cus023,PASAPORTE,1744007772,Pedro,Martínez,25-04-1976,pedro.martinez23@testmail.com,0953821055,Calle Falsa 123,02/06/2025 07:09:37,INACTIVO
Cus024,PASAPORTE,1731428122,Lucía,Torres,29-09-1939,lucia.torres24@testmail.com,0945744396,Calle Falsa 123,01/06/2024 07:09:37,INACTIVO
Cus025,RUC,1721486478,Pedro,Mora,16-10-1962,pedro.mora25@testmail.com,0928149190,Calle Falsa 123,10/01/2026 07:09:37,ACTIVO
Cus026,CEDULA,1753672094,Carlos,Ramírez,02-08-1983,carlos.ramirez26@testmail.com,0951016978,Calle Falsa 123,21/12/2025 07:09:37,ACTIVO
Cus027,CEDULA,1748515515,Juan,López,30-03-1954,juan.lopez27@testmail.com,0907302948,Calle Falsa 123,31/03/2025 07:09:37,INACTIVO
Cus028,RUC,1737878353,Juan,Pérez,26-10-2001,juan.perez28@testmail.com,0971548164,Calle Falsa 123,31/10/2025 07:09:37,ACTIVO
Cus029,RUC,1744357227,María,Martínez,27-03-1975,maria.martinez29@testmail.com,0967758874,Calle Falsa 123,06/08/2024 07:09:37,INACTIVO
Cus030,CEDULA,1742160813,Juan,López,10-01-1994,juan.lopez30@testmail.com,0987638224,Calle Falsa 123,22/10/2025 07:09:37,ACTIVO
Cus031,RUC,1700563388,Juan,Torres,25-04-1990,juan.torres31@testmail.com,0946558629,Calle Falsa 123,10/03/2026 07:09:37,ACTIVO
Cus032,RUC,1756039820,Lucía,Torres,16-05-1977,lucia.torres32@testmail.com,0975520699,Calle Falsa 123,16/02/2026 07:09:37,ACTIVO
Cus033,RUC,1706571617,María,Ramírez,08-03-1964,maria.ramirez33@testmail.com,0908148496,Calle Falsa 123,19/06/2025 07:09:37,INACTIVO
Cus034,RUC,1726864554,María,Pérez,23-07-1996,maria.perez34@testmail.com,0966938777,Calle Falsa 123,04/04/2026 07:09:37,ACTIVO
Cus035,CEDULA,1748016209,Lucía,Vera,26-09-1972,lucia.vera35@testmail.com,0958273893,Calle Falsa 123,05/09/2024 07:09:37,INACTIVO
Cus036,CEDULA,1704358629,Sofía,Torres,05-02-1984,sofia.torres36@testmail.com,0924951219,Calle Falsa 123,28/02/2026 07:09:37,ACTIVO
Cus037,CEDULA,1705692604,Juan,Torres,01-11-1998,juan.torres37@testmail.com,0988009084,Calle Falsa 123,17/08/2025 07:09:37,INACTIVO
Cus038,CEDULA,1736794502,María,López,16-11-1962,maria.lopez38@testmail.com,0944113410,Calle Falsa 123,01/05/2024 07:09:37,INACTIVO
Cus039,RUC,1701968990,Carlos,Gómez,07-08-2002,carlos.gomez39@testmail.com,0943063634,Calle Falsa 123,24/03/2025 07:09:37,INACTIVO
Cus040,CEDULA,1754147245,Luis,Pérez,22-01-1975,luis.perez40@testmail.com,0988335975,Calle Falsa 123,24/12/2025 07:09:37,ACTIVO
Cus041,RUC,1715655542,Juan,Ramírez,23-03-1956,juan.ramirez41@testmail.com,0984892114,Calle Falsa 123,13/03/2026 07:09:37,ACTIVO
Cus042,CEDULA,1726519695,María,Ramírez,28-03-1990,maria.ramirez42@testmail.com,0979333120,Calle Falsa 123,17/05/2024 07:09:37,INACTIVO
Cus043,RUC,1711401636,Pedro,Gómez,09-04-1942,pedro.gomez43@testmail.com,0916599116,Calle Falsa 123,11/11/2025 07:09:37,ACTIVO
Cus044,RUC,1712603040,María,Pérez,24-11-1983,maria.perez44@testmail.com,0999549040,Calle Falsa 123,11/01/2026 07:09:37,ACTIVO
Cus045,CEDULA,1754022026,Sofía,López,24-09-1989,sofia.lopez45@testmail.com,0919887800,Calle Falsa 123,15/07/2024 07:09:37,INACTIVO
Cus046,PASAPORTE,1759024902,Carlos,Mora,22-09-1981,carlos.mora46@testmail.com,0941375366,Calle Falsa 123,03/12/2024 07:09:37,INACTIVO
Cus047,PASAPORTE,1746896883,Lucía,Martínez,18-07-2000,lucia.martinez47@testmail.com,0948709517,Calle Falsa 123,09/10/2025 07:09:37,ACTIVO
Cus048,CEDULA,1733369944,Sofía,Vera,27-07-1967,sofia.vera48@testmail.com,0908779891,Calle Falsa 123,19/05/2024 07:09:37,INACTIVO
Cus049,PASAPORTE,1730678271,Luis,Vera,31-03-1944,luis.vera49@testmail.com,0935321264,Calle Falsa 123,15/10/2024 07:09:37,INACTIVO
Cus050,RUC,1717827503,Carlos,Torres,13-03-2005,carlos.torres50@testmail.com,0964163015,Calle Falsa 123,29/04/2024 07:09:37,INACTIVO
Cus051,PASAPORTE,1734363755,Juan,Ramírez,16-09-2005,juan.ramirez51@testmail.com,0967848357,Calle Falsa 123,22/08/2024 07:09:37,INACTIVO
Cus052,PASAPORTE,1706529847,Carlos,Ramírez,22-03-1980,carlos.ramirez52@testmail.com,0913154837,Calle Falsa 123,19/01/2026 07:09:37,ACTIVO
Cus053,PASAPORTE,1721253829,María,Martínez,02-06-1957,maria.martinez53@testmail.com,0959728591,Calle Falsa 123,08/05/2024 07:09:37,INACTIVO
Cus054,RUC,1707014492,María,Torres,18-06-1985,maria.torres54@testmail.com,0993764235,Calle Falsa 123,14/01/2026 07:09:37,ACTIVO
Cus055,RUC,1756400477,Sofía,Martínez,30-09-1980,sofia.martinez55@testmail.com,0932945546,Calle Falsa 123,20/05/2024 07:09:37,INACTIVO
Cus056,PASAPORTE,1734341082,Ana,Gómez,01-09-1995,ana.gomez56@testmail.com,0991160744,Calle Falsa 123,19/11/2025 07:09:37,ACTIVO
Cus057,CEDULA,1713333597,Lucía,Torres,29-12-1941,lucia.torres57@testmail.com,0917236796,Calle Falsa 123,13/05/2024 07:09:37,INACTIVO
Cus058,PASAPORTE,1749712053,Sofía,Mora,10-05-1967,sofia.mora58@testmail.com,0940025934,Calle Falsa 123,20/11/2025 07:09:37,ACTIVO
Cus059,CEDULA,1710117860,Carlos,Martínez,26-07-1985,carlos.martinez59@testmail.com,0919600120,Calle Falsa 123,10/01/2025 07:09:37,INACTIVO
Cus060,RUC,1734486325,Carlos,Ramírez,08-10-1958,carlos.ramirez60@testmail.com,0982322659,Calle Falsa 123,11/12/2025 07:09:37,ACTIVO
Cus061,CEDULA,1726293358,María,Torres,06-03-1994,maria.torres61@testmail.com,0920448591,Calle Falsa 123,24/12/2025 07:09:37,ACTIVO
Cus062,RUC,1758470817,María,Ramírez,20-12-1996,maria.ramirez62@testmail.com,0981691891,Calle Falsa 123,03/04/2026 07:09:37,ACTIVO
Cus063,PASAPORTE,1736956614,Juan,Pérez,08-03-1988,juan.perez63@testmail.com,0911435173,Calle Falsa 123,12/10/2025 07:09:37,ACTIVO
Cus064,CEDULA,1710389667,Ana,Ramírez,20-12-1944,ana.ramirez64@testmail.com,0964057599,Calle Falsa 123,10/01/2025 07:09:37,INACTIVO
Cus065,RUC,1738616844,Juan,Ramírez,17-02-1937,juan.ramirez65@testmail.com,0936939444,Calle Falsa 123,07/03/2025 07:09:37,INACTIVO
Cus066,CEDULA,1738758505,María,Pérez,15-07-1997,maria.perez66@testmail.com,0977402737,Calle Falsa 123,28/12/2025 07:09:37,ACTIVO
Cus067,RUC,1723096200,Ana,Martínez,11-02-1947,ana.martinez67@testmail.com,0999883743,Calle Falsa 123,10/04/2024 07:09:37,INACTIVO
Cus068,RUC,1709427239,Pedro,Gómez,17-08-1964,pedro.gomez68@testmail.com,0997101081,Calle Falsa 123,02/01/2025 07:09:37,INACTIVO
Cus069,CEDULA,1713700068,María,Torres,14-03-1959,maria.torres69@testmail.com,0989176377,Calle Falsa 123,03/01/2026 07:09:37,ACTIVO
Cus070,CEDULA,1740065832,Lucía,Mora,12-07-1967,lucia.mora70@testmail.com,0946820142,Calle Falsa 123,16/11/2025 07:09:37,ACTIVO
Cus071,PASAPORTE,1727955807,Ana,Ramírez,20-04-1978,ana.ramirez71@testmail.com,0952578128,Calle Falsa 123,08/02/2026 07:09:37,ACTIVO
Cus072,CEDULA,1757391337,Lucía,Ramírez,28-05-1941,lucia.ramirez72@testmail.com,0904912842,Calle Falsa 123,16/09/2025 07:09:37,INACTIVO
Cus073,RUC,1727630657,Juan,Mora,20-07-1969,juan.mora73@testmail.com,0999312615,Calle Falsa 123,30/12/2025 07:09:37,ACTIVO
Cus074,CEDULA,1716753437,Pedro,Martínez,16-02-1977,pedro.martinez74@testmail.com,0944725732,Calle Falsa 123,17/11/2025 07:09:37,ACTIVO
Cus075,CEDULA,1718909557,Sofía,Martínez,29-03-2000,sofia.martinez75@testmail.com,0945437214,Calle Falsa 123,27/06/2025 07:09:37,INACTIVO
Cus076,CEDULA,1708581754,Pedro,Gómez,04-08-1943,pedro.gomez76@testmail.com,0976759946,Calle Falsa 123,01/11/2024 07:09:37,INACTIVO
Cus077,CEDULA,1753952389,Luis,Gómez,27-04-1967,luis.gomez77@testmail.com,0914233061,Calle Falsa 123,28/10/2025 07:09:37,ACTIVO
Cus078,RUC,1746513090,Carlos,Mora,23-09-1989,carlos.mora78@testmail.com,0952400466,Calle Falsa 123,10/02/2025 07:09:37,INACTIVO
Cus079,CEDULA,1724367782,Juan,Ramírez,15-12-1936,juan.ramirez79@testmail.com,0997278374,Calle Falsa 123,23/02/2025 07:09:37,INACTIVO
Cus080,RUC,1713399267,Lucía,Mora,05-03-1971,lucia.mora80@testmail.com,0919881972,Calle Falsa 123,05/02/2025 07:09:37,INACTIVO
Cus081,RUC,1708173800,Sofía,Torres,15-01-1949,sofia.torres81@testmail.com,0979353628,Calle Falsa 123,30/10/2025 07:09:37,ACTIVO
Cus082,CEDULA,1707840771,Juan,Pérez,22-01-1968,juan.perez82@testmail.com,0976694166,Calle Falsa 123,06/03/2026 07:09:37,ACTIVO
Cus083,PASAPORTE,1730381306,Lucía,Ramírez,14-07-1988,lucia.ramirez83@testmail.com,0953825170,Calle Falsa 123,25/07/2025 07:09:37,INACTIVO
Cus084,PASAPORTE,1739776365,Ana,López,29-10-1950,ana.lopez84@testmail.com,0987325723,Calle Falsa 123,20/03/2026 07:09:37,ACTIVO
Cus085,RUC,1738738531,Lucía,Pérez,12-02-1943,lucia.perez85@testmail.com,0999579018,Calle Falsa 123,21/12/2025 07:09:37,ACTIVO
Cus086,RUC,1748140231,Pedro,Torres,29-09-1997,pedro.torres86@testmail.com,0900411029,Calle Falsa 123,08/10/2025 07:09:37,ACTIVO
Cus087,PASAPORTE,1724101314,Pedro,Vera,23-04-1989,pedro.vera87@testmail.com,0917452121,Calle Falsa 123,24/10/2024 07:09:37,INACTIVO
Cus088,RUC,1743951418,Ana,Gómez,07-05-1962,ana.gomez88@testmail.com,0951916032,Calle Falsa 123,04/02/2026 07:09:37,ACTIVO
Cus089,RUC,1727637462,Carlos,Vera,21-12-1957,carlos.vera89@testmail.com,0937208636,Calle Falsa 123,30/06/2025 07:09:37,INACTIVO
Cus090,PASAPORTE,1745563625,Juan,López,18-01-1950,juan.lopez90@testmail.com,0928426628,Calle Falsa 123,25/10/2025 07:09:37,ACTIVO
Cus091,RUC,1714288667,Carlos,Torres,22-04-1935,carlos.torres91@testmail.com,0935627012,Calle Falsa 123,29/01/2025 07:09:37,INACTIVO
Cus092,CEDULA,1747748760,Ana,Vera,14-10-1980,ana.vera92@testmail.com,0934423531,Calle Falsa 123,14/10/2025 07:09:37,ACTIVO
Cus093,PASAPORTE,1701638809,Ana,Pérez,02-02-1971,ana.perez93@testmail.com,0914082091,Calle Falsa 123,10/09/2025 07:09:37,INACTIVO
Cus094,RUC,1705493029,Ana,Torres,28-05-1945,ana.torres94@testmail.com,0979945049,Calle Falsa 123,05/05/2024 07:09:37,INACTIVO
Cus095,CEDULA,1731374581,Juan,Ramírez,11-08-1958,juan.ramirez95@testmail.com,0973639084,Calle Falsa 123,31/03/2025 07:09:37,INACTIVO
Cus096,RUC,1702132646,Carlos,Vera,02-06-2005,carlos.vera96@testmail.com,0927278659,Calle Falsa 123,26/06/2024 07:09:37,INACTIVO
Cus097,RUC,1730386669,Juan,López,09-08-2002,juan.lopez97@testmail.com,0967408720,Calle Falsa 123,03/09/2024 07:09:37,INACTIVO
Cus098,CEDULA,1724823651,María,Pérez,05-12-1966,maria.perez98@testmail.com,0972448997,Calle Falsa 123,02/03/2026 07:09:37,ACTIVO
Cus099,RUC,1747566790,Ana,Pérez,01-08-1965,ana.perez99@testmail.com,0997582078,Calle Falsa 123,28/02/2026 07:09:37,ACTIVO
Cus100,CEDULA,1735846238,Carlos,Martínez,05-11-1972,carlos.martinez100@testmail.com,0914149572,Calle Falsa 123,03/09/2024 07:09:37,INACTIVO
Cus101,RUC,1732227234,Luis,Gómez,12-02-1978,luis.gomez101@testmail.com,0916920241,Calle Falsa 123,11/03/2026 07:09:37,ACTIVO
Cus102,RUC,1747696720,Carlos,Vera,09-04-1955,carlos.vera102@testmail.com,0983489080,Calle Falsa 123,25/11/2025 07:09:37,ACTIVO
Cus103,RUC,1708382740,Luis,López,02-02-1975,luis.lopez103@testmail.com,0957859892,Calle Falsa 123,23/10/2025 07:09:37,ACTIVO
Cus104,CEDULA,1702821990,Pedro,Vera,12-07-1959,pedro.vera104@testmail.com,0921952159,Calle Falsa 123,16/12/2025 07:09:37,ACTIVO
Cus105,RUC,1742733460,María,Ramírez,03-09-1995,maria.ramirez105@testmail.com,0913852340,Calle Falsa 123,21/03/2026 07:09:37,ACTIVO
Cus106,RUC,1729927663,Sofía,Mora,03-09-2007,sofia.mora106@testmail.com,0902235655,Calle Falsa 123,02/11/2025 07:09:37,ACTIVO
Cus107,PASAPORTE,1743463562,Pedro,Martínez,01-08-2003,pedro.martinez107@testmail.com,0954752326,Calle Falsa 123,05/09/2024 07:09:37,INACTIVO
Cus108,PASAPORTE,1759335597,Sofía,Gómez,29-11-2002,sofia.gomez108@testmail.com,0904230533,Calle Falsa 123,24/01/2026 07:09:37,ACTIVO
Cus109,RUC,1719972901,Carlos,López,01-04-1977,carlos.lopez109@testmail.com,0901378376,Calle Falsa 123,02/12/2025 07:09:37,ACTIVO
Cus110,RUC,1730791736,Pedro,López,17-12-1964,pedro.lopez110@testmail.com,0973376551,Calle Falsa 123,16/07/2025 07:09:37,INACTIVO
Cus111,RUC,1706761309,Luis,Vera,12-04-1986,luis.vera111@testmail.com,0964915597,Calle Falsa 123,05/03/2025 07:09:37,INACTIVO
Cus112,CEDULA,1757806573,Lucía,Torres,23-06-1954,lucia.torres112@testmail.com,0918262196,Calle Falsa 123,29/12/2025 07:09:37,ACTIVO
Cus113,RUC,1719345538,Juan,Vera,29-12-1979,juan.vera113@testmail.com,0920880924,Calle Falsa 123,30/10/2025 07:09:37,ACTIVO
Cus114,CEDULA,1750967513,Juan,Ramírez,04-02-1953,juan.ramirez114@testmail.com,0996959952,Calle Falsa 123,03/12/2025 07:09:37,ACTIVO
Cus115,RUC,1709598625,Carlos,Mora,02-02-1981,carlos.mora115@testmail.com,0973161262,Calle Falsa 123,16/11/2025 07:09:37,ACTIVO
Cus116,RUC,1724575871,María,Gómez,31-01-1946,maria.gomez116@testmail.com,0981544636,Calle Falsa 123,24/02/2026 07:09:37,ACTIVO
Cus117,RUC,1717205858,Pedro,Ramírez,22-12-1978,pedro.ramirez117@testmail.com,0987521807,Calle Falsa 123,20/12/2025 07:09:37,ACTIVO
Cus118,PASAPORTE,1725746752,Luis,López,29-05-1938,luis.lopez118@testmail.com,0920648651,Calle Falsa 123,13/03/2026 07:09:37,ACTIVO
Cus119,RUC,1748495700,Sofía,Torres,01-12-1959,sofia.torres119@testmail.com,0934330545,Calle Falsa 123,15/02/2026 07:09:37,ACTIVO
Cus120,CEDULA,1748809496,Ana,López,29-06-1981,ana.lopez120@testmail.com,0964222968,Calle Falsa 123,14/03/2026 07:09:37,ACTIVO
Cus121,CEDULA,1748107404,Luis,Pérez,10-05-1953,luis.perez121@testmail.com,0913220807,Calle Falsa 123,27/09/2024 07:09:37,INACTIVO
Cus122,RUC,1703573194,Ana,Martínez,08-03-1986,ana.martinez122@testmail.com,0944897294,Calle Falsa 123,10/02/2026 07:09:37,ACTIVO
Cus123,PASAPORTE,1733174641,Carlos,Vera,27-06-1972,carlos.vera123@testmail.com,0964186857,Calle Falsa 123,04/02/2026 07:09:37,ACTIVO
Cus124,PASAPORTE,1700804097,Luis,Martínez,28-03-1952,luis.martinez124@testmail.com,0955933803,Calle Falsa 123,24/02/2026 07:09:37,ACTIVO
Cus125,RUC,1740453939,Pedro,Gómez,21-01-1950,pedro.gomez125@testmail.com,0900385107,Calle Falsa 123,08/01/2026 07:09:37,ACTIVO
Cus126,RUC,1713244927,María,Mora,04-04-1957,maria.mora126@testmail.com,0932775478,Calle Falsa 123,03/11/2025 07:09:37,ACTIVO
Cus127,RUC,1734786096,Ana,Torres,26-04-1951,ana.torres127@testmail.com,0959457987,Calle Falsa 123,27/01/2026 07:09:37,ACTIVO
Cus128,CEDULA,1727313189,Lucía,Ramírez,25-11-1970,lucia.ramirez128@testmail.com,0958722115,Calle Falsa 123,27/11/2025 07:09:37,ACTIVO
Cus129,PASAPORTE,1758830218,María,Mora,08-08-1975,maria.mora129@testmail.com,0952903107,Calle Falsa 123,04/02/2025 07:09:37,INACTIVO
Cus130,RUC,1750022244,María,Gómez,17-12-1939,maria.gomez130@testmail.com,0975572318,Calle Falsa 123,31/01/2026 07:09:37,ACTIVO
Cus131,CEDULA,1720788130,Juan,Mora,23-04-2000,juan.mora131@testmail.com,0944515940,Calle Falsa 123,19/03/2025 07:09:37,INACTIVO
Cus132,RUC,1713399861,Carlos,Ramírez,12-04-2002,carlos.ramirez132@testmail.com,0980404921,Calle Falsa 123,27/02/2026 07:09:37,ACTIVO
Cus133,RUC,1708825821,Pedro,Ramírez,12-09-1978,pedro.ramirez133@testmail.com,0958337507,Calle Falsa 123,28/11/2025 07:09:37,ACTIVO
Cus134,CEDULA,1712560604,Lucía,Martínez,12-09-1995,lucia.martinez134@testmail.com,0996053596,Calle Falsa 123,23/11/2025 07:09:37,ACTIVO
Cus135,PASAPORTE,1728500131,María,Ramírez,18-07-1988,maria.ramirez135@testmail.com,0909157836,Calle Falsa 123,24/12/2025 07:09:37,ACTIVO
Cus136,RUC,1731542914,Pedro,López,31-01-1969,pedro.lopez136@testmail.com,0953120185,Calle Falsa 123,17/04/2024 07:09:37,INACTIVO
Cus137,CEDULA,1731873277,Carlos,Martínez,15-07-2001,carlos.martinez137@testmail.com,0924813805,Calle Falsa 123,25/09/2025 07:09:37,INACTIVO
Cus138,CEDULA,1758389694,Lucía,López,05-08-1945,lucia.lopez138@testmail.com,0979596794,Calle Falsa 123,08/01/2025 07:09:37,INACTIVO
Cus139,PASAPORTE,1703235695,María,Gómez,28-07-2001,maria.gomez139@testmail.com,0978692805,Calle Falsa 123,11/06/2024 07:09:37,INACTIVO
Cus140,RUC,1751128271,Carlos,Martínez,22-12-2004,carlos.martinez140@testmail.com,0965048958,Calle Falsa 123,12/09/2025 07:09:37,INACTIVO
Cus141,CEDULA,1730137401,Juan,Pérez,05-04-1958,juan.perez141@testmail.com,0953974455,Calle Falsa 123,15/07/2024 07:09:37,INACTIVO
Cus142,RUC,1701094565,Luis,Pérez,25-12-1970,luis.perez142@testmail.com,0969614167,Calle Falsa 123,25/12/2024 07:09:37,INACTIVO
Cus143,PASAPORTE,1728530153,Pedro,Vera,25-05-1941,pedro.vera143@testmail.com,0983663742,Calle Falsa 123,06/10/2024 07:09:37,INACTIVO
Cus144,PASAPORTE,1703041283,María,Mora,01-07-1969,maria.mora144@testmail.com,0962744262,Calle Falsa 123,27/12/2025 07:09:37,ACTIVO
Cus145,RUC,1754259008,Sofía,Mora,13-06-2002,sofia.mora145@testmail.com,0911475937,Calle Falsa 123,21/12/2025 07:09:37,ACTIVO
Cus146,CEDULA,1714940978,Sofía,Gómez,13-03-2000,sofia.gomez146@testmail.com,0907103615,Calle Falsa 123,06/02/2026 07:09:37,ACTIVO
Cus147,PASAPORTE,1722405923,Pedro,Gómez,22-11-1975,pedro.gomez147@testmail.com,0935947456,Calle Falsa 123,04/01/2025 07:09:37,INACTIVO
Cus148,CEDULA,1739837779,Pedro,Ramírez,14-11-1960,pedro.ramirez148@testmail.com,0937030353,Calle Falsa 123,25/02/2026 07:09:37,ACTIVO
Cus149,RUC,1759125022,Pedro,Ramírez,03-12-1955,pedro.ramirez149@testmail.com,0932360937,Calle Falsa 123,23/02/2026 07:09:37,ACTIVO
Cus150,CEDULA,1747176657,Juan,Vera,31-08-2000,juan.vera150@testmail.com,0946094633,Calle Falsa 123,19/07/2024 07:09:37,INACTIVO
Cus151,RUC,1740275571,María,Torres,20-08-1999,maria.torres151@testmail.com,0990242099,Calle Falsa 123,07/03/2025 07:09:37,INACTIVO
Cus152,RUC,1754674701,Juan,Torres,08-06-1987,juan.torres152@testmail.com,0906865468,Calle Falsa 123,25/09/2025 07:09:37,INACTIVO
Cus153,PASAPORTE,1722455779,Pedro,Martínez,22-06-1957,pedro.martinez153@testmail.com,0931681456,Calle Falsa 123,19/11/2025 07:09:37,ACTIVO
Cus154,PASAPORTE,1752989432,Pedro,Pérez,17-01-1964,pedro.perez154@testmail.com,0958359113,Calle Falsa 123,10/10/2025 07:09:37,ACTIVO
Cus155,CEDULA,1739173704,Carlos,Gómez,28-07-1972,carlos.gomez155@testmail.com,0911423504,Calle Falsa 123,21/07/2024 07:09:37,INACTIVO
Cus156,CEDULA,1720890522,Luis,Vera,13-01-1951,luis.vera156@testmail.com,0910429316,Calle Falsa 123,09/01/2026 07:09:37,ACTIVO
Cus157,PASAPORTE,1747218343,Juan,Vera,21-08-1942,juan.vera157@testmail.com,0999004905,Calle Falsa 123,18/04/2024 07:09:37,INACTIVO
Cus158,PASAPORTE,1757822208,Carlos,Vera,02-07-1948,carlos.vera158@testmail.com,0987493379,Calle Falsa 123,29/01/2025 07:09:37,INACTIVO
Cus159,PASAPORTE,1735742247,Ana,Ramírez,08-11-1982,ana.ramirez159@testmail.com,0988719021,Calle Falsa 123,01/03/2026 07:09:37,ACTIVO
Cus160,RUC,1746458981,Carlos,López,17-01-1937,carlos.lopez160@testmail.com,0967267479,Calle Falsa 123,18/02/2026 07:09:37,ACTIVO
Cus161,CEDULA,1743511139,Luis,Ramírez,24-07-2005,luis.ramirez161@testmail.com,0975503336,Calle Falsa 123,30/08/2025 07:09:37,INACTIVO
Cus162,PASAPORTE,1727297754,Lucía,López,26-04-1962,lucia.lopez162@testmail.com,0932693755,Calle Falsa 123,16/10/2024 07:09:37,INACTIVO
Cus163,RUC,1728104173,Carlos,Mora,04-12-1993,carlos.mora163@testmail.com,0981163104,Calle Falsa 123,31/03/2026 07:09:37,ACTIVO
Cus164,CEDULA,1757082803,María,Pérez,08-05-1975,maria.perez164@testmail.com,0923010403,Calle Falsa 123,14/03/2026 07:09:37,ACTIVO
Cus165,PASAPORTE,1759404245,Sofía,López,24-11-1985,sofia.lopez165@testmail.com,0983305330,Calle Falsa 123,20/03/2026 07:09:37,ACTIVO
Cus166,CEDULA,1752037430,Lucía,Ramírez,30-12-1973,lucia.ramirez166@testmail.com,0909534680,Calle Falsa 123,02/05/2025 07:09:37,INACTIVO
Cus167,RUC,1707829600,Carlos,Gómez,08-02-1982,carlos.gomez167@testmail.com,0976090710,Calle Falsa 123,22/02/2026 07:09:37,ACTIVO
Cus168,RUC,1704556032,Sofía,López,07-12-2001,sofia.lopez168@testmail.com,0942734431,Calle Falsa 123,04/02/2025 07:09:37,INACTIVO
Cus169,RUC,1726743840,Lucía,Martínez,27-12-1982,lucia.martinez169@testmail.com,0994014398,Calle Falsa 123,26/02/2026 07:09:37,ACTIVO
Cus170,RUC,1742025529,Pedro,López,26-02-2008,pedro.lopez170@testmail.com,0917402684,Calle Falsa 123,11/08/2024 07:09:37,INACTIVO
Cus171,PASAPORTE,1748984612,Sofía,Martínez,13-12-1940,sofia.martinez171@testmail.com,0921473343,Calle Falsa 123,01/03/2025 07:09:37,INACTIVO
Cus172,CEDULA,1741597338,María,Gómez,13-11-1954,maria.gomez172@testmail.com,0934017159,Calle Falsa 123,06/01/2025 07:09:37,INACTIVO
